,Day,Month,Year,brokerage,open,price_target,stock,yield
169,23,2,2017,Robert W. Baird,36.24,42.0,INTC,0.1589403973509933
170,22,2,2017,MKM Partners,36.34,42.0,INTC,0.155751238304898
171,16,2,2017,Morgan Stanley,36.18,38.0,INTC,0.05030403537866235
172,16,2,2017,Needham & Company LLC,36.18,43.0,INTC,0.1885019347705914
173,14,2,2017,Loop Capital,35.84,42.0,INTC,0.17187499999999978
175,10,2,2017,Pacific Crest,35.26,43.0,INTC,0.2195121951219512
176,10,2,2017,Cowen,35.26,39.0,INTC,0.10606920022688617
177,10,2,2017,Canaccord Genuity,35.26,38.0,INTC,0.07770845150311967
178,7,2,2017,B. Riley,36.45,44.0,INTC,0.20713305898491075
179,1,2,2017,B. Riley,36.82,44.0,INTC,0.1950027159152634
180,31,1,2017,Canaccord Genuity,37.22,43.0,INTC,0.1552928533046749
183,27,1,2017,B. Riley,38.0,44.0,INTC,0.1578947368421053
184,27,1,2017,Jefferies Financial Group,38.0,45.0,INTC,0.18421052631578935
185,27,1,2017,Robert W. Baird,38.0,42.0,INTC,0.10526315789473696
186,27,1,2017,Morgan Stanley,38.0,38.0,INTC,0.0
187,27,1,2017,Credit Suisse Group,38.0,45.0,INTC,0.18421052631578935
188,27,1,2017,Needham & Company LLC,38.0,43.0,INTC,0.13157894736842102
189,27,1,2017,Mizuho,38.0,42.0,INTC,0.10526315789473696
190,27,1,2017,Cowen,38.0,39.0,INTC,0.02631578947368429
191,27,1,2017,Royal Bank of Canada,38.0,37.0,INTC,-0.02631578947368418
192,27,1,2017,Barclays,38.0,45.0,INTC,0.18421052631578935
193,24,1,2017,Deutsche Bank,36.84,47.0,INTC,0.275787187839305
194,24,1,2017,Wells Fargo & Co,36.84,45.0,INTC,0.2214983713355048
195,19,1,2017,UBS Group,36.51,42.0,INTC,0.15036976170912086
196,19,1,2017,Canaccord Genuity,36.51,43.0,INTC,0.17775951794029046
197,3,1,2017,Wells Fargo & Co,36.61,45.0,INTC,0.229172357279432
198,16,12,2016,Evercore ISI,36.72,45.0,INTC,0.22549019607843146
199,13,12,2016,Loop Capital,36.01,40.0,INTC,0.1108025548458762
200,5,12,2016,MKM Partners,34.31,44.0,INTC,0.2824249489944621
201,29,11,2016,Robert W. Baird,35.64,42.0,INTC,0.17845117845117842
202,29,11,2016,Instinet,35.64,35.5,INTC,-0.003928170594837299
203,10,11,2016,Susquehanna Bancshares,34.95,45.0,INTC,0.2875536480686693
204,9,11,2016,Pacific Crest,34.13,41.0,INTC,0.20128918839730425
205,1,11,2016,Nomura,34.9,40.0,INTC,0.14613180515759328
206,31,10,2016,Sanford C. Bernstein,34.92,33.0,INTC,-0.054982817869415834
207,24,10,2016,B. Riley,35.43,46.0,INTC,0.29833474456675124
208,21,10,2016,Robert W. Baird,35.21,42.0,INTC,0.1928429423459244
209,21,10,2016,Sanford C. Bernstein,35.21,35.0,INTC,-0.0059642147117296975
210,21,10,2016,Mizuho,35.21,42.0,INTC,0.1928429423459244
211,21,10,2016,BMO Capital Markets,35.21,34.0,INTC,-0.034365237148537335
212,20,10,2016,Sanford C. Bernstein,35.41,33.0,INTC,-0.06805987009319392
213,19,10,2016,B. Riley,36.07,46.0,INTC,0.27529803160521205
214,19,10,2016,Royal Bank of Canada,36.07,37.0,INTC,0.025783199334627138
215,19,10,2016,Deutsche Bank,36.07,42.0,INTC,0.16440255059606312
216,19,10,2016,Canaccord Genuity,36.07,43.0,INTC,0.1921264208483504
217,19,10,2016,UBS Group,36.07,40.0,INTC,0.10895481009148876
218,19,10,2016,Morgan Stanley,36.07,35.0,INTC,-0.029664541169947326
219,19,10,2016,Nomura,36.07,40.0,INTC,0.10895481009148876
220,19,10,2016,Jefferies Financial Group,36.07,46.0,INTC,0.27529803160521205
221,19,10,2016,BNP Paribas,36.07,36.0,INTC,-0.001940670917660148
222,19,10,2016,Citigroup,36.07,36.0,INTC,-0.001940670917660148
223,19,10,2016,Royal Bank of Canada,36.07,37.0,INTC,0.025783199334627138
224,19,10,2016,Needham & Company LLC,36.07,42.0,INTC,0.16440255059606312
225,19,10,2016,Goldman Sachs Group,36.07,36.0,INTC,-0.001940670917660148
226,18,10,2016,Brean Capital,37.97,40.0,INTC,0.05346326046879124
227,18,10,2016,Barclays,37.97,45.0,INTC,0.18514616802739006
228,17,10,2016,Wells Fargo & Co,37.55,45.0,INTC,0.19840213049267666
229,14,10,2016,Sanford C. Bernstein,37.19,35.0,INTC,-0.058886797526216623
230,6,10,2016,Pacific Crest,37.84,44.0,INTC,0.16279069767441845
231,3,10,2016,KeyCorp,37.69,44.0,INTC,0.1674184133722474
232,26,9,2016,Royal Bank of Canada,36.92,38.0,INTC,0.029252437703141787
233,22,9,2016,Brean Capital,37.6,40.0,INTC,0.06382978723404252
234,21,9,2016,B. Riley,37.21,45.0,INTC,0.20935232464391285
235,20,9,2016,Canaccord Genuity,37.42,44.0,INTC,0.17584179583110626
236,20,9,2016,Morgan Stanley,37.42,34.0,INTC,-0.09139497594869063
237,20,9,2016,JPMorgan Chase & Co.,37.42,44.0,INTC,0.17584179583110626
238,20,9,2016,Susquehanna Bancshares,37.42,42.0,INTC,0.12239444147514698
239,19,9,2016,Roth Capital,37.69,43.0,INTC,0.14088617670469628
240,19,9,2016,Citigroup,37.69,38.0,INTC,0.008224993366940936
241,19,9,2016,Credit Suisse Group,37.69,40.0,INTC,0.06128946670204294
242,19,9,2016,BMO Capital Markets,37.69,34.0,INTC,-0.0979039533032634
243,19,9,2016,Stifel Nicolaus,37.69,39.0,INTC,0.03475723003449205
244,19,9,2016,UBS Group,37.69,43.0,INTC,0.14088617670469628
245,19,9,2016,Royal Bank of Canada,37.69,38.0,INTC,0.008224993366940936
246,19,9,2016,Robert W. Baird,37.69,42.0,INTC,0.11435394003714515
247,19,9,2016,Nomura,37.69,42.0,INTC,0.11435394003714515
248,19,9,2016,Argus,37.69,45.0,INTC,0.1939506500397985
249,19,9,2016,Jefferies Financial Group,37.69,49.0,INTC,0.3000795967100027
250,19,9,2016,BNP Paribas,37.69,37.0,INTC,-0.018307243300610176
251,19,9,2016,Needham & Company LLC,37.69,43.0,INTC,0.14088617670469628
252,19,9,2016,Mizuho,37.69,42.0,INTC,0.11435394003714515
253,16,9,2016,B. Riley,37.72,45.0,INTC,0.19300106044538712
254,16,9,2016,Cowen,37.72,38.0,INTC,0.007423117709437931
255,14,9,2016,Morgan Stanley,35.51,31.0,INTC,-0.1270064770487186
256,12,9,2016,Credit Suisse Group,35.19,40.0,INTC,0.13668655868144364
257,6,9,2016,Robert W. Baird,36.38,40.0,INTC,0.09950522264980743
258,6,9,2016,Evercore ISI,36.38,45.0,INTC,0.2369433754810335
260,1,9,2016,Roth Capital,35.99,40.0,INTC,0.1114198388441232
261,31,8,2016,Royal Bank of Canada,35.62,36.0,INTC,0.010668163952835652
263,23,8,2016,Canaccord Genuity,35.5,40.0,INTC,0.12676056338028174
264,22,8,2016,B. Riley,35.2,42.0,INTC,0.19318181818181807
265,22,8,2016,BNP Paribas,35.2,37.0,INTC,0.051136363636363535
266,19,8,2016,Deutsche Bank,34.84,40.0,INTC,0.14810562571756591
267,19,8,2016,Jefferies Financial Group,34.84,44.0,INTC,0.2629161882893225
268,17,8,2016,B. Riley,35.17,42.0,INTC,0.194199601933466
269,17,8,2016,Citigroup,35.17,35.0,INTC,-0.0048336650554450244
270,17,8,2016,UBS Group,35.17,40.0,INTC,0.13733295422234848
271,2,8,2016,Nomura,34.81,38.0,INTC,0.09164033323757527
272,26,7,2016,B. Riley,34.75,42.0,INTC,0.2086330935251799
273,25,7,2016,UBS Group,34.62,40.0,INTC,0.1554015020219528
274,25,7,2016,Argus,34.62,41.0,INTC,0.18428653957250152
277,22,7,2016,MKM Partners,34.38,40.0,INTC,0.16346713205351948
278,22,7,2016,Robert W. Baird,34.38,38.0,INTC,0.1052937754508434
279,22,7,2016,Independent Research,34.38,36.0,INTC,0.04712041884816753
280,22,7,2016,BNP Paribas,34.38,37.0,INTC,0.07620709714950546
281,21,7,2016,B. Riley,34.33,42.0,INTC,0.2234197494902419
282,21,7,2016,Sanford C. Bernstein,34.33,31.0,INTC,-0.0969997087095834
283,21,7,2016,Goldman Sachs Group,34.33,34.0,INTC,-0.009612583745994718
284,21,7,2016,Pacific Crest,34.33,38.0,INTC,0.10690358287212363
285,21,7,2016,Morgan Stanley,34.33,31.0,INTC,-0.0969997087095834
286,21,7,2016,MKM Partners,34.33,40.0,INTC,0.16516166618118278
287,21,7,2016,Deutsche Bank,34.33,40.0,INTC,0.16516166618118278
288,21,7,2016,Credit Suisse Group,34.33,40.0,INTC,0.16516166618118278
289,21,7,2016,Citigroup,34.33,35.0,INTC,0.01951645790853496
290,21,7,2016,Barclays,34.33,33.0,INTC,-0.03874162540052428
291,21,7,2016,Mizuho,34.33,38.0,INTC,0.10690358287212363
292,20,7,2016,Jefferies Financial Group,35.3,44.0,INTC,0.2464589235127479
293,19,7,2016,Royal Bank of Canada,34.89,36.0,INTC,0.03181427343078247
294,19,7,2016,Nomura,34.89,35.0,INTC,0.0031527658354828514
295,18,7,2016,Brean Capital,35.18,38.0,INTC,0.08015918135304156
296,18,7,2016,Canaccord Genuity,35.18,40.0,INTC,0.13700966458214905
297,18,7,2016,Royal Bank of Canada,35.18,36.0,INTC,0.023308698123934102
1,13,7,2018,Credit Suisse Group,125.32,151.0,JNJ,0.204915416533674
2,27,6,2018,Sanford C. Bernstein,122.13,129.0,JNJ,0.05625153524932447
3,12,6,2018,Credit Suisse Group,123.16,151.0,JNJ,0.2260474179928549
4,23,4,2018,Citigroup,126.88,134.0,JNJ,0.05611601513240872
5,20,4,2018,Credit Suisse Group,128.0,151.0,JNJ,0.1796875
6,18,4,2018,Wells Fargo & Co,129.69,150.0,JNJ,0.15660421003932454
7,18,4,2018,Stifel Nicolaus,129.69,135.0,JNJ,0.040943789035392086
8,18,4,2018,Leerink Swann,129.69,160.0,JNJ,0.2337111573752795
9,17,4,2018,Credit Suisse Group,132.11,154.0,JNJ,0.16569525395503734
10,17,4,2018,Goldman Sachs Group,132.11,134.0,JNJ,0.014306259934902643
11,13,4,2018,Jefferies Financial Group,131.09,153.0,JNJ,0.1671370813944617
12,10,4,2018,Morgan Stanley,130.25,143.0,JNJ,0.09788867562380044
13,23,3,2018,Jefferies Financial Group,127.63,161.0,JNJ,0.261458904646243
14,27,2,2018,Citigroup,132.21,146.0,JNJ,0.10430375917101564
15,26,2,2018,Jefferies Financial Group,131.71,165.0,JNJ,0.2527522587502846
16,24,1,2018,Stifel Nicolaus,143.5,145.0,JNJ,0.010452961672473782
17,24,1,2018,BTIG Research,143.5,110.0,JNJ,-0.23344947735191635
18,22,1,2018,Credit Suisse Group,147.01,154.0,JNJ,0.04754778586490716
19,12,1,2018,Wells Fargo & Co,144.99,160.0,JNJ,0.10352438099179252
20,12,12,2017,BMO Capital Markets,142.06,161.0,JNJ,0.133323947627763
21,23,10,2017,Citigroup,142.13,149.0,JNJ,0.04833603039470913
22,19,10,2017,Credit Suisse Group,140.71,154.0,JNJ,0.09444957714448153
23,18,10,2017,Barclays,140.79,148.0,JNJ,0.051211023510192584
24,18,10,2017,Cowen,140.79,155.0,JNJ,0.1009304638113504
25,18,10,2017,Morgan Stanley,140.79,145.0,JNJ,0.029902691952553576
26,18,10,2017,Argus,140.79,165.0,JNJ,0.171958235670147
27,18,10,2017,Wells Fargo & Co,140.79,155.0,JNJ,0.1009304638113504
28,18,10,2017,BMO Capital Markets,140.79,152.0,JNJ,0.07962213225371118
29,18,10,2017,Stifel Nicolaus,140.79,142.0,JNJ,0.008594360394914569
30,18,10,2017,Royal Bank of Canada,140.79,147.0,JNJ,0.04410824632431276
31,18,10,2017,Leerink Swann,140.79,165.0,JNJ,0.171958235670147
32,16,10,2017,Jefferies Financial Group,136.45,160.0,JNJ,0.17259069256137782
33,11,10,2017,Jefferies Financial Group,134.88,157.0,JNJ,0.1639976275207593
34,9,10,2017,Wells Fargo & Co,133.66,149.0,JNJ,0.1147688163998204
35,6,10,2017,Cowen,133.0,147.0,JNJ,0.10526315789473696
36,4,10,2017,Piper Jaffray Companies,132.4,120.0,JNJ,-0.09365558912386708
38,25,9,2017,Citigroup,131.47,140.0,JNJ,0.06488172206587063
39,20,9,2017,Goldman Sachs Group,133.25,130.0,JNJ,-0.024390243902439046
40,1,9,2017,BMO Capital Markets,132.6,145.0,JNJ,0.09351432880844657
41,31,8,2017,UBS Group,131.39,148.0,JNJ,0.1264175355810946
42,24,8,2017,Cowen,132.82,147.0,JNJ,0.10676102996536674
43,16,8,2017,JPMorgan Chase & Co.,134.08,148.0,JNJ,0.10381861575178997
44,15,8,2017,Jefferies Financial Group,133.85,145.0,JNJ,0.08330220395965647
45,21,7,2017,Atlantic Securities,135.33,113.0,JNJ,-0.16500406413951085
46,21,7,2017,BTIG Research,135.33,110.0,JNJ,-0.18717209783492214
47,20,7,2017,Credit Suisse Group,135.73,148.0,JNJ,0.0904000589405438
48,19,7,2017,UBS Group,134.84,148.0,JNJ,0.0975971521803618
49,14,7,2017,Jefferies Financial Group,132.0,145.0,JNJ,0.0984848484848484
50,12,7,2017,Royal Bank of Canada,132.04,138.0,JNJ,0.045137837019085136
51,6,7,2017,Wells Fargo & Co,133.61,135.0,JNJ,0.010403412918194688
52,5,7,2017,Morgan Stanley,132.98,140.0,JNJ,0.052789893217025215
53,16,6,2017,Jefferies Financial Group,133.72,140.0,JNJ,0.04696380496559982
54,15,6,2017,Royal Bank of Canada,132.0,128.0,JNJ,-0.03030303030303028
55,13,6,2017,Cowen,131.75,143.0,JNJ,0.08538899430740042
56,2,6,2017,BMO Capital Markets,129.05,132.0,JNJ,0.02285935683843454
57,19,5,2017,Morgan Stanley,127.03,135.0,JNJ,0.06274108478312201
58,19,5,2017,Cowen,127.03,143.0,JNJ,0.1257183342517516
59,18,5,2017,Stifel Nicolaus,126.46,128.0,JNJ,0.01217776371975332
60,15,5,2017,UBS Group,124.41,136.0,JNJ,0.09315971384936894
61,15,5,2017,JPMorgan Chase & Co.,124.41,140.0,JNJ,0.1253114701390563
63,17,4,2017,Barclays,125.02,130.0,JNJ,0.03983362661974077
65,26,1,2017,Wells Fargo & Co,112.0,112.8,JNJ,0.007142857142857118
66,25,1,2017,UBS Group,111.93,141.0,JNJ,0.2597158938622353
67,25,1,2017,Royal Bank of Canada,111.93,128.0,JNJ,0.14357187527919235
68,25,1,2017,Goldman Sachs Group,111.93,115.0,JNJ,0.027427856696149226
69,20,1,2017,Jefferies Financial Group,114.49,120.0,JNJ,0.04812647392785396
70,6,1,2017,Royal Bank of Canada,116.67,133.0,JNJ,0.13996742950201413
71,5,1,2017,Jefferies Financial Group,116.0,110.0,JNJ,-0.05172413793103448
72,20,12,2016,Jefferies Financial Group,115.98,107.0,JNJ,-0.07742714261079497
73,29,11,2016,Barclays,112.95,125.0,JNJ,0.10668437361664453
74,28,11,2016,Bank of America,113.79,126.0,JNJ,0.1073029264434484
75,28,11,2016,UBS Group,113.79,144.0,JNJ,0.2654890587925125
76,9,11,2016,Royal Bank of Canada,120.0,133.0,JNJ,0.1083333333333334
78,21,10,2016,Argus,114.11,145.0,JNJ,0.2707037069494347
79,19,10,2016,UBS Group,115.57,144.0,JNJ,0.24599809639179715
80,28,9,2016,UBS Group,119.05,137.0,JNJ,0.15077698446031085
81,20,9,2016,UBS Group,118.17,137.0,JNJ,0.15934670390115935
82,19,9,2016,Credit Suisse Group,118.36,123.0,JNJ,0.039202433254477816
83,13,9,2016,Jefferies Financial Group,118.42,115.0,JNJ,-0.028880256713393008
84,19,8,2016,Deutsche Bank,119.91,142.0,JNJ,0.1842214994579268
85,4,8,2016,Jefferies Financial Group,124.24,119.0,JNJ,-0.04217643271088212
86,22,7,2016,UBS Group,125.12,137.0,JNJ,0.09494884910485936
87,21,7,2016,Deutsche Bank,125.21,142.0,JNJ,0.13409472086894025
88,20,7,2016,Royal Bank of Canada,125.84,133.0,JNJ,0.05689764780673868
89,20,7,2016,Leerink Swann,125.84,140.0,JNJ,0.1125238397965671
90,20,7,2016,BMO Capital Markets,125.84,132.0,JNJ,0.048951048951048966
91,20,7,2016,Royal Bank of Canada,125.84,133.0,JNJ,0.05689764780673868
0,16,7,2018,Societe Generale,107.05,119.5,JPM,0.1163007940214853
1,16,7,2018,BMO Capital Markets,107.05,118.0,JPM,0.102288650163475
2,16,7,2018,Royal Bank of Canada,107.05,120.0,JPM,0.12097150864082208
3,16,7,2018,Goldman Sachs Group,107.05,124.0,JPM,0.15833722559551622
4,12,7,2018,Credit Suisse Group,107.42,130.0,JPM,0.2102029417240736
5,30,4,2018,Morgan Stanley,109.75,135.0,JPM,0.23006833712984065
6,16,4,2018,Jefferies Financial Group,110.94,122.0,JPM,0.099693528033171
7,13,4,2018,BMO Capital Markets,115.02,110.0,JPM,-0.04364458355068679
8,11,4,2018,HSBC,111.66,111.0,JPM,-0.00591080064481464
9,6,4,2018,Vining Sparks,110.55,130.0,JPM,0.17593848937132514
10,19,3,2018,Credit Suisse Group,115.1,127.0,JPM,0.1033883579496091
11,28,2,2018,BMO Capital Markets,117.82,111.0,JPM,-0.0578849091835002
12,28,2,2018,Nomura,117.82,117.0,JPM,-0.006959769139365024
13,21,2,2018,Jefferies Financial Group,115.0,131.0,JPM,0.13913043478260878
14,21,2,2018,Morgan Stanley,115.0,136.0,JPM,0.182608695652174
15,13,2,2018,"Keefe, Bruyette & Woods",111.32,127.0,JPM,0.14085519223859144
16,2,2,2018,Morgan Stanley,116.49,133.0,JPM,0.14172890376856384
17,17,1,2018,Wells Fargo & Co,111.89,130.0,JPM,0.1618553936902314
18,16,1,2018,UBS Group,111.51,125.0,JPM,0.12097569724688363
19,16,1,2018,Credit Suisse Group,111.51,125.0,JPM,0.12097569724688363
20,16,1,2018,Deutsche Bank,111.51,96.0,JPM,-0.13909066451439334
22,12,1,2018,Vining Sparks,111.65,120.0,JPM,0.0747872816838333
23,12,1,2018,Argus,111.65,125.0,JPM,0.11957008508732647
24,12,1,2018,Nomura,111.65,115.0,JPM,0.030004478280340363
25,5,1,2018,Credit Suisse Group,109.26,120.0,JPM,0.0982976386600769
26,2,1,2018,Barclays,107.63,132.0,JPM,0.2264238595187216
27,20,12,2017,Wells Fargo & Co,107.61,120.0,JPM,0.1151379983272931
28,15,11,2017,Royal Bank of Canada,96.39,105.0,JPM,0.08932461873638342
29,27,10,2017,Wells Fargo & Co,101.43,115.0,JPM,0.13378684807256236
30,13,10,2017,Barclays,95.48,105.0,JPM,0.0997067448680351
31,13,10,2017,Nomura,95.48,91.0,JPM,-0.04692082111436957
32,13,10,2017,Bank of America,95.48,102.0,JPM,0.06828655215751978
33,13,10,2017,Morgan Stanley,95.48,107.0,JPM,0.12065354000837858
34,13,10,2017,Robert W. Baird,95.48,92.0,JPM,-0.03644742354419783
35,13,10,2017,BMO Capital Markets,95.48,91.0,JPM,-0.04692082111436957
36,13,10,2017,Jefferies Financial Group,95.48,111.0,JPM,0.16254713028906576
37,9,10,2017,Credit Suisse Group,96.96,110.0,JPM,0.13448844884488453
38,6,10,2017,Citigroup,97.55,96.0,JPM,-0.01588928754484875
39,26,9,2017,Deutsche Bank,93.78,96.0,JPM,0.02367242482405629
40,21,9,2017,Robert W. Baird,94.46,88.0,JPM,-0.06838873597289853
41,15,9,2017,Jefferies Financial Group,91.08,102.0,JPM,0.11989459815546775
42,25,8,2017,BMO Capital Markets,91.88,86.0,JPM,-0.06399651719634303
44,18,8,2017,Royal Bank of Canada,90.31,95.0,JPM,0.05193223341822617
45,9,8,2017,Wells Fargo & Co,92.98,110.0,JPM,0.18305011830501167
46,3,8,2017,Berenberg Bank,92.7,65.0,JPM,-0.29881337648327944
47,17,7,2017,Bank of America,91.82,99.0,JPM,0.07819647135700293
48,14,7,2017,Credit Suisse Group,90.81,103.0,JPM,0.13423631758616894
49,10,7,2017,Buckingham Research,93.5,100.0,JPM,0.06951871657754016
50,6,7,2017,Goldman Sachs Group,93.54,93.0,JPM,-0.0057729313662604476
51,29,6,2017,Credit Suisse Group,92.34,99.0,JPM,0.0721247563352827
52,21,6,2017,Bank of America,87.48,99.0,JPM,0.13168724279835375
53,7,6,2017,"Keefe, Bruyette & Woods",83.31,92.0,JPM,0.1043092065778417
55,1,6,2017,BMO Capital Markets,82.46,85.0,JPM,0.030802813485326205
56,15,5,2017,UBS Group,87.1,101.0,JPM,0.1595866819747418
57,27,4,2017,Vining Sparks,88.37,95.0,JPM,0.07502546112934239
58,25,4,2017,Guggenheim,88.55,96.0,JPM,0.08413325804630145
59,17,4,2017,"Keefe, Bruyette & Woods",84.44,47.0,JPM,-0.44339175746091897
60,17,4,2017,Nomura,84.44,83.0,JPM,-0.0170535291331122
62,21,3,2017,Rafferty Capital Markets,90.36,97.0,JPM,0.0734838424081452
63,20,3,2017,Barclays,90.27,100.0,JPM,0.10778774786750868
64,15,3,2017,Credit Suisse Group,91.8,99.0,JPM,0.07843137254901955
65,8,3,2017,Jefferies Financial Group,92.68,94.0,JPM,0.014242555028053385
66,1,3,2017,Instinet,92.79,83.0,JPM,-0.10550705895031798
67,17,1,2017,Goldman Sachs Group,84.93,89.0,JPM,0.04792181796773809
68,17,1,2017,Nomura,84.93,80.0,JPM,-0.05804780407394328
69,17,1,2017,"Keefe, Bruyette & Woods",84.93,89.0,JPM,0.04792181796773809
70,11,1,2017,Compass Point,86.43,50.0,JPM,-0.42149716533611015
71,11,1,2017,Macquarie,86.43,70.0,JPM,-0.19009603147055432
72,11,1,2017,Instinet,86.43,65.0,JPM,-0.2479463149369433
73,11,1,2017,Goldman Sachs Group,86.43,89.0,JPM,0.029735045701723806
74,11,1,2017,Citigroup,86.43,65.0,JPM,-0.2479463149369433
75,11,1,2017,Buckingham Research,86.43,74.0,JPM,-0.14381580469744304
76,11,1,2017,BMO Capital Markets,86.43,77.0,JPM,-0.10910563461760968
77,11,1,2017,Sanford C. Bernstein,86.43,67.0,JPM,-0.22480620155038766
78,11,1,2017,Robert W. Baird,86.43,72.0,JPM,-0.16695591808399868
79,11,1,2017,Royal Bank of Canada,86.43,95.0,JPM,0.09915538586139072
80,11,1,2017,Morgan Stanley,86.43,70.0,JPM,-0.19009603147055432
81,11,1,2017,Bank of America,86.43,70.0,JPM,-0.19009603147055432
82,11,1,2017,Jefferies Financial Group,86.43,94.0,JPM,0.08758532916811279
83,11,1,2017,FBR & Co,86.43,85.0,JPM,-0.01654518107138736
84,11,1,2017,Drexel Hamilton,86.43,78.0,JPM,-0.09753557792433187
85,11,1,2017,Deutsche Bank,86.43,73.0,JPM,-0.15538586139072086
86,11,1,2017,Credit Suisse Group,86.43,88.0,JPM,0.018164989008446097
87,11,1,2017,CLSA,86.43,79.0,JPM,-0.08596552123105405
88,10,1,2017,Citigroup,86.07,85.0,JPM,-0.012431741605669731
89,30,11,2016,"Keefe, Bruyette & Woods",79.92,88.0,JPM,0.10110110110110117
90,9,11,2016,Robert W. Baird,71.46,72.0,JPM,0.007556675062972306
91,3,11,2016,Credit Suisse Group,68.86,78.0,JPM,0.13273308161487085
92,17,10,2016,Macquarie,67.42,70.0,JPM,0.03826757638682876
93,17,10,2016,Buckingham Research,67.42,74.0,JPM,0.0975971521803618
95,12,10,2016,Barclays,68.26,79.0,JPM,0.15733958394374434
96,10,10,2016,Jefferies Financial Group,68.34,77.0,JPM,0.12671934445419966
97,6,10,2016,Sandler O'Neill,67.73,72.0,JPM,0.06304444116344299
98,29,9,2016,Nomura,66.7,65.0,JPM,-0.02548725637181415
99,9,9,2016,Macquarie,67.03,70.0,JPM,0.044308518573772826
100,7,9,2016,Nomura,67.16,65.0,JPM,-0.032162001191185174
101,16,8,2016,Sanford C. Bernstein,65.36,67.0,JPM,0.025091799265605896
102,8,8,2016,Citigroup,66.07,65.0,JPM,-0.016194944755562157
103,18,7,2016,Argus,64.13,72.0,JPM,0.12271947606424448
0,16,7,2018,Stifel Nicolaus,158.62,168.0,MCD,0.059135039717564064
4,21,6,2018,Wells Fargo & Co,163.29,185.0,MCD,0.1329536407618348
5,14,6,2018,Citigroup,167.04,178.0,MCD,0.06561302681992331
7,25,5,2018,Royal Bank of Canada,162.44,175.0,MCD,0.07732085693179025
16,25,4,2018,Wells Fargo & Co,157.09,185.0,MCD,0.17766885225030227
17,18,4,2018,Stifel Nicolaus,162.59,165.0,MCD,0.014822559813026713
19,26,3,2018,Morgan Stanley,156.21,169.0,MCD,0.08187696050188853
20,23,3,2018,Goldman Sachs Group,157.59,186.0,MCD,0.1802779364172853
28,31,1,2018,Deutsche Bank,173.6,190.0,MCD,0.09447004608294927
29,31,1,2018,Barclays,173.6,200.0,MCD,0.15207373271889413
30,31,1,2018,JPMorgan Chase & Co.,173.6,184.0,MCD,0.05990783410138256
31,31,1,2018,Sanford C. Bernstein,173.6,195.0,MCD,0.12327188940092172
32,31,1,2018,Telsey Advisory Group,173.6,190.0,MCD,0.09447004608294927
33,31,1,2018,BMO Capital Markets,173.6,190.0,MCD,0.09447004608294927
34,30,1,2018,Credit Suisse Group,177.1,191.0,MCD,0.07848673066064382
35,30,1,2018,Royal Bank of Canada,177.1,190.0,MCD,0.07284020327498597
36,30,1,2018,Nomura,177.1,203.0,MCD,0.1462450592885376
37,30,1,2018,Stephens,177.1,185.0,MCD,0.04460756634669672
38,30,1,2018,Goldman Sachs Group,177.1,200.0,MCD,0.12930547713156404
39,29,1,2018,Bank of America,178.3,200.0,MCD,0.1217049915872126
40,23,1,2018,Nomura,175.57,198.0,MCD,0.12775531127185746
41,23,1,2018,Credit Suisse Group,175.57,191.0,MCD,0.08788517400467044
42,19,1,2018,Goldman Sachs Group,174.99,200.0,MCD,0.14292245271158355
43,16,1,2018,Barclays,173.62,205.0,MCD,0.1807395461352379
52,27,12,2017,Royal Bank of Canada,171.33,190.0,MCD,0.10897099165353397
53,21,12,2017,Royal Bank of Canada,172.68,190.0,MCD,0.10030113504748672
54,19,12,2017,Credit Suisse Group,174.485,185.0,MCD,0.06026305986187919
55,14,12,2017,Piper Jaffray Companies,173.47,185.0,MCD,0.06646682423473793
56,12,12,2017,Goldman Sachs Group,173.0,180.0,MCD,0.04046242774566466
60,26,10,2017,Deutsche Bank,164.14,185.0,MCD,0.1270866333617644
61,25,10,2017,Credit Suisse Group,163.41,178.0,MCD,0.08928462150419203
62,25,10,2017,BMO Capital Markets,163.41,175.0,MCD,0.0709258919282787
63,25,10,2017,JPMorgan Chase & Co.,163.41,175.0,MCD,0.0709258919282787
64,25,10,2017,Stifel Nicolaus,163.41,165.0,MCD,0.009730126675234095
65,25,10,2017,Wells Fargo & Co,163.41,185.0,MCD,0.13212165718132307
66,25,10,2017,Nomura,163.41,180.0,MCD,0.10152377455480076
67,25,10,2017,Robert W. Baird,163.41,175.0,MCD,0.0709258919282787
68,25,10,2017,UBS Group,163.41,170.0,MCD,0.0403280093017564
69,20,10,2017,Deutsche Bank,167.23,185.0,MCD,0.10626083836632194
70,18,10,2017,Barclays,165.29,182.0,MCD,0.10109504507229716
71,17,10,2017,Nomura,164.92,183.0,MCD,0.10962891098714532
72,13,10,2017,Goldman Sachs Group,164.45,172.0,MCD,0.045910611128002536
73,13,10,2017,Royal Bank of Canada,164.45,180.0,MCD,0.09455761629674676
74,12,10,2017,SunTrust Banks,162.99,178.0,MCD,0.09209153935824288
75,12,10,2017,Piper Jaffray Companies,162.99,170.0,MCD,0.043008773544389145
80,28,9,2017,Longbow Research,156.16,183.0,MCD,0.171875
81,20,9,2017,Credit Suisse Group,157.9,170.0,MCD,0.07663077897403414
82,19,9,2017,Sanford C. Bernstein,157.27,180.0,MCD,0.1445285178355693
83,13,9,2017,Mizuho,156.74,173.0,MCD,0.1037386755135894
